Date,Operator,Location,Fatalities,Aboard
1977-12-08,Petroleum Helicopter,"Intracostal City, Louisiana",17,19
1977-12-09,Aeroflot,"Tarko-Saley, USSR",17,23
1977-12-11,Military - U.S. Navy,"Hierro, Canary Islands",13,13
1977-12-13,"National Jet Services Inc.,  (Air Indiana)","Evansville, Indiana",29,29
1977-12-14,Straley Flying Service - Air Taxi,"Davenport, Indiana",2,2
1977-12-18,SATA,"Off Madeira, Portugal",36,57
1977-12-18,United Air Lines,"Near Salt Lake City, Utah",3,3
1977-12-19,Vieques Air Link,"Vieques, Puerto Rico",5,10
1977-12-21,Kenn Borek Air,"Nanisivik, Canada",8,8
1977-12-22,Aviation Charter - Air Taxi,"Giddings, Texas",2,2
1977-12-24,Valley Air Service,"Willemstad, Curacao, Netherlands Antilles",10,10
1977-12-29,Servicios Aereos Nacionales,"Cuenca, Ecuador",24,24
1978-01-01,Air India,"Off Bandra, Maharashtra, India",213,213
1978-01-06,Aviation Charter - Air Taxi,"Marion, Illinois",2,2
1978-01-24,Henry Webber Air - Air Taxi,"Dubois, Pennsylvania",2,2
1978-01-27,SADELCA,"Near San Vincente, Colombia",14,14
1978-01-31,TABA,"Eirunepe, Brazil",2,14
1978-02-10,Military - Uruguayan Air Force,"Near Artigas, Uruguay",44,44
1978-02-10,Columbia PacifiAirlines,"Richland, Washington",17,17
1978-02-11,PacifiWestern Airlines,"Cranbrook, British Columbia, Canada",42,49
1978-02-18,Chartair - Air Taxi,"Genoa Peak, Nevada",4,4
1978-02-27,Yute Air Alaska - Air Taxi,"Merrill Pass, Alaska",3,3
1978-02-28,Security Air,"Solvang, California",7,7
1978-03-01,Continental Airlines,"LAX, Los Angeles, California",2,200
1978-03-01,Island Air,"Agana, Guam",2,6
1978-03-02,Nigeria Airways,"Kano, Nigeria",18,18
1978-03-03,LAV - Linea Aeropostal Venezolana,"Off Caracas, Venezuela",47,47
1978-03-07,Hesler Noble - Air Taxi,"Laurel, Mississippi",2,2
1978-03-14,Wyman Pilot Service - Air Taxi,"Whitelake, Michigan",2,2
1978-03-16,Balkan Bulgarian Airlines,"Vrastsa, Bulgaria",73,73
1978-03-22,Lake Havasu Air,"Near Riverside, California",6,6
1978-03-25,Burma Airways,"Okaraba, Burma",48,48
1978-03-26,Aero Clube de Volta Redonda,"Volta Redonda, Rio de Janeiro, Brazil",4,4
1978-04-04,Air Logistics,"Off Galveston, Texas",3,6
1978-04-05,Antilles Air,"St. Thomas, Virgin Islands",2,9
1978-04-20,Korean Airlines,"Near Murmansk, Russia",2,109
1978-04-23,Air Taxi,"Arlington, Indiana",9,9
1978-04-27,South PacifiIsland Airways,"Upolu, West Samoa",10,10
1978-04-29,LAC Colombia,"Bogota, Colombia",8,12
1978-09-13,Alaska Travel,"Whittier, AK",6,6
1978-05-08,National Airlines,"Pensacola, Florida",3,58
1978-05-18,Military - Japan Maritime Self Defense Force,"Kouchi, Japan",13,13
1978-05-19,Aeroflot,"Pochinok, Russia",4,134
1978-06-23,Gander Aviation,"Saint John's, Newfoundland",10,10
1978-06-26,Air Canada,"Toronto, Canada",2,107
1978-06-26,Helikopter Service,"Off Bergen, Norway",18,18
1978-07-24,Amphibians,"Near Nairobi, Kenya",5,11
1978-08-14,Aeropeca,"Sogamoso, Bolivia",18,18
1978-08-25,Webber Air - Air Taxi,"Laboucher Bay, Alaska",12,12
1978-08-25,Air Taxi,"Raton, New Mexico",6,6
1978-08-26,Burma Airways,"Papun, Burma",14,14
1978-08-30,Las Vegas Airlines,"Las Vegas, Nevada",10,10
1978-09-02,Antillies Air - Air Taxi,AtlantiOcean,4,11
1978-09-03,AirWest Airlines,"Coal Harbour, BC, Canada",11,13
1978-09-03,Air Guinee,"Conakry, Guinea",15,17
1978-09-03,Air Rhodesia,"Near Kariba, Rhodesia (Zimbabwe)",38,56
1978-09-09,Air Taxi,"Savoy, Illinois",6,6
1978-09-09,Lineas Areas del Centro,"Near Mexico City, Mexico",18,21
1978-09-09,Temesco Helicopter - Air Taxi,"Wrangell, Alaska",3,3
1978-09-14,Military - Philippine Air Force,"Paranaque, Philippines",21,28
1978-09-17,Viking Air Service - Air Taxi,AtlantiOcean,3,3
1978-09-25,Business Aircraft - Air Taxi,"Monroe, Massachusetts",3,3
1978-09-25,PacifiSouthwest Airlines / Private,"San Diego, California",137,137
1978-09-26,Francisco Cruz,"San Juan, Puerto Rico",6,6
1978-10-03,Military - Finish Air Force,"Near Kuopio, Finland",15,15
1978-10-03,Burma Airways,"Near Mandalay, Myanmar",2,44
1978-10-07,Aeroflot,"Sverdlovsk, Russia",38,38
1978-10-08,Era Helicopter - Air Taxi,"Kenai, Alaska",2,7
1978-10-22,Solomon Islands Airlines,"Off Bellona, Solomon Islands",11,11
1978-10-23,Aeroflot,"Gulf of Sivash, USSR",26,26
1978-10-24,Don Zimmerman - Air Taxi,"Torreon, New Mexico",4,4
1978-10-31,Taxi Aéreo Kovacs,"Belém, Brazil",9,9
1978-11-05,Nile Delta Air Services,"Off Alexandria, Egypt",18,18
1978-11-13,Astrd Wing Aviaiton - Air Taxi,"Lubbox, Texas",2,2
1978-11-15,Loftleidir IcelandiAirlines,"Near Katunayake, Sri Lanka",183,262
1978-11-16,Festus Flying Service - Air Taxi,"Hays, Kansas",2,2
1978-11-18,Air Guadeloupe,"Off Marie Galante Island, West Indies",15,20
1978-11-19,Military - Indian Air Force,"Near Leh, India",77,77
1978-11-21,Taxi Aereo el Venado,"Near Rubio, Venezuela",27,27
1978-11-25,Tyee Airlines - Air Taxi,"Hydaburg, Alaska",5,5
1978-11-28,Corporate Air - Air Taxi,"Hartford, Connecticut",3,3
1978-12-04,Rocky Mountain Airways,"Near Steamboat Springs, Coloado",2,22
1978-12-16,Air 70,"Selvapiana, Italy",10,10
1978-12-17,Indian Airlines,"Hyderabad, India",1,132
1978-12-19,Galesburg Aviation - Air Taxi,"Morton, Illinois",2,2
1978-12-21,Chugiak Aviation - Air Taxi,"Chevak, Alaska",2,7
1978-12-23,Alitalia,"Near Cinisi, Sicily, Italy",108,129
1978-12-26,Haïti Air Inter,"Turks & Caicos Islands, Caribbean",10,10
1978-12-28,United Air Lines,"Portland, Oregon",10,189
1979-01-11,Nash and Tampo - Air Taxi,"Templeton, Massachusetts",5,5
1979-01-15,Aeroflot,"Minsk, Russia",13,13
1979-01-18,Aeroflot,"Near Belgorod, Russia",3,3
1979-01-19,L.J. Simmons - Air Taxi,"Grand Rapids, Michigan",4,6
1979-01-24,Air Algerie,"Bechar, Algeria",14,23
1979-01-27,Air Rouergue,"Rodez, France",5,6
1979-02-05,Aeropol,"Trebinje, Bosnia Herzegovina",3,3
1979-02-08,TAM Lineas Aéreas Regional,"Near Agudos, Brazil",18,18
1979-02-12,Allegheny Airlines,"Clarksburg, West Virginia",2,25
1979-02-12,Air Rhodesia,"Near Kariba, Rhodesia",59,59
1979-02-17,Air New Zealand,"Manakau Harbor, New Zealand",2,4
1979-02-19,Ethiopian Airlines,"Barentu, Ethiopia",5,5
1979-02-26,Air Gabon,"Near Moanda, Gabon",3,3
1979-02-26,Air Service - Air Taxi,"Greensville, Mississippi",3,3
1979-03-01,Universal Airways,"Gulfport, Mississippi",8,8
1979-03-02,Agee Flying Service - Air Taxi,"Galesburg, Illinois",4,4
1979-03-06,Garuda Indonesia Airlines,"Near Probolinggo, Indonesia",4,4
1979-03-10,Swift Aire Lines Inc.,"Off Marina del Rey, California",3,7
1979-03-14,Alia Royal Jordanian Airlines,"Near Doha Airport, Qatar",45,64
1979-03-14,CAAC,"Bejing, China",12,12
1979-03-17,Aeroflot,"Near Moscow, Russia",86,106
1979-03-20,Aeroflot,"Chardzhow, Russia",29,29
1979-03-22,Aeroflot,"Liepaya, Latvia",4,5
1979-03-22,Village Aviation - Air Taxi,"Nightmute, Alaska",2,7
1979-03-26,Interflug,"Luanda, Angola",10,10
1979-03-29,Quebecair,"Ste. Foy, PQ, Canada",17,24
1979-04-12,SW Air Rangers - Air Taxi,"Carrizozo, New Mexico",3,3
1979-04-14,Catalina Airlines,"Off Avalon, California",1,11
1979-04-18,New York Airways,"Newark, New Jersey",3,18
1979-04-23,SAETA,"Near Cuenca, Ecuador",57,57
1979-04-25,Aeroflot,"Baykity, Russia",4,4
1979-05-25,American Airlines,"Chicago O'Hare, Illinois",271,271
1980-01-14,Ambler Air Service,"Shungnak, Alaska",7,9
1979-05-25,Sea Airmotive,"Bullen Point, Alaska",3,3
1979-05-27,Military - Mauritanian Air Force,"Off Dakar, Senegal",12,12
1979-05-30,Downeast Airlines,"Rockland, Maine",17,18
1979-06-07,Military - Indian Air Force,"Near Leh, India",27,27
1979-06-09,Skystream Airlines,"Chicago, Illinois",2,2
1979-06-17,Air New England,"Hyannis, Massachusetts",1,10
1979-07-11,Garuda Indonesia Airlines,"Near Medan Airfield, Indonesia",61,61
1979-07-12,Soldotna Air Services,"Anchorage, Alaska",7,7
1979-07-12,Fiji Air Services,"Bua, Fiji",9,9
1979-07-20,Trans National Airlines,"Off Honolulu, Hawaii",3,3
1979-07-23,Trans Mediterranean Airways,"Beirut, Lebanon",6,6
1979-07-24,Prinair,"St. Croix, Virgin Islands",8,21
1979-07-31,Dan Air Services,"Off Sumburgh, Shetlands, England",17,47
1979-08-02,Private,"Canton, Ohio",1,3
1979-08-03,Aeroflot,"Leningrad, USSR",14,14
1979-08-04,Indian Airlines,"Near Panvel, India",45,45
1979-08-04,Boise Air Service,"Pistol Creek, Idaho",6,6
1979-08-09,Southern Jersey Air - Air Taxi,"Flushing, New York",3,3
1979-08-11,Bahri Aviation,"Near Katab, Egypt",5,5
1979-08-11,Aeroflot / Aeroflot,"Dneprodzerzhinsk, Ukraine, USSR",178,178
1979-08-22,SATENA,"Bogota, Colombia",1,1
1979-08-23,Aeroflot,"Near Enisseysk, USSR",11,16
1979-08-29,Aeroflot,"Near Kirsanov, Russia",63,63
1979-08-29,Bradley Air Services,"Frobisher Bay, Canada",9,9
1979-09-03,Aeroflot,"Andema, Russia",40,43
1979-09-03,Sterling Airways,"Nice, France",10,10
1979-09-11,China Airlines (Taiwan),"Off Taipei, Taiwan",6,6
1979-09-14,Butler Aviation Inc.,"Near Klamath Falls, Oregon",12,12
1979-09-14,Aero Transporti Italiani,"Near Sarroch,  Italy",31,31
1979-09-18,PacifiCoastal Airlines,"Blink Horn Point, Canada",4,9
1979-09-19,Military - U.S. Air Force,"Merced, California",5,5
1979-09-30,West Coast Air,"Porpoise Bay, British Columbia Canada",2,16
1979-10-03,Southeast Skyways - Air Taxi,"Juneau, Alaska",3,3
1979-10-08,Comair,"Covington, Kentucky",8,8
1979-10-08,Swissair,"Athens, Greece",14,156
1979-10-08,Spernak Airway - Air Taxi,"Anchorage, Alaska",4,4
1979-10-22,Rhoadgs Aviation - Air Taxi,"Bloomington, Indiana",2,2
1979-10-27,,"Near San Ysidro, California",10,10
1979-10-28,Procurator Generale de la Republica,"Tijuana, Mexico",10,10
1979-10-31,Western Airlines,"Mexico City, Mexico",72,88
1979-11-01,Austin Airways,"Big Trout Lake, Canada",3,3
1979-11-02,Bankair Inc. - Air Taxi,"Greenville, South Carolina",5,7
1979-11-12,McKenzie Flying Service - Air Taxi,"Salem, Oregon",3,3
1979-11-15,American Airlines,"Near Chicago, Illinois",0,78
1979-11-16,Aeroflot,"Vologda, Russia",3,5
1979-11-18,Transamerica Airlines,"Granger, Utah",3,3
1979-11-26,Smithers Air Service,"Takla Narrows, British Columbia, Canada",3,4
1979-11-26,Pakistan International Airlines,"Near At Ta'if, Jeddah, Saudi Arabia",156,156
1979-11-28,Air New Zealand,"Near Mt. Erebus, Ross Ice Shelf, Antarctica",257,257
1979-11-30,Aerolineas La Gaviola,"San Andres Island, Colombia",9,9
1979-12-03,Evergreen Helicopter - Air Taxi,"Nome, Alaska",4,4
1979-12-09,Aeroflot,"Cherskiy, Russia",7,7
1979-12-12,CAMBA,"Apolo, Bolivia",10,11
1979-12-19,SATENA,"Cerro Toledo Mountain, Colombia",19,19
1979-12-22,Fuerza Aérea del Peru,"Near Puerto Esperanza, Peru",29,29
1979-12-23,Turkish Airlines (THY),"Ankara, Turkey",41,45
1979-12-23,Douglas Airways,"Menari, Papua New Guinea",15,15
1980-01-02,Haïti Air Inter,Haiti,9,9
1980-01-11,Private charter,Over the AtlantiOcean,2,2
1980-01-21,Iran National Airlines,"Elburz Mtns., near Laskarak, Markazi, Iran",128,128
1980-01-23,Pelita Air Service,"Mt. Cemonyet,  Indonesia",13,13
1980-01-24,Military - Union of Burma Air Force,"Near Mandalay, Burma",43,44
1980-02-03,Cubana de Aviacon,"Baracoa, Cuba",1,37
1980-02-21,Advance Airlines,"Sydney, NSW, Australia",13,13
1980-02-21,Rotor Airs In- Air Taxi,"Leeville, Louisiana",6,7
1980-02-22,Military - Indian Air Force,"Near Agra, India",46,47
1980-02-27,China Airlines (Taiwan),"Manila, Philippines",2,135
1980-03-14,LOT Polish Airlines,"Near Warsaw, Poland",87,87
1980-03-14,Military - U.S. Air Force,"Near Yenice, Turkey",18,18
1980-03-21,Eagle Commuter,"Houston, Texas",7,10
1980-03-21,VOTEC,"Off Macae, Brazil",14,14
1980-03-24,Tomahawk Airways,"Deer Lake, Canada",6,9
1980-03-30,VoteTaxi Aéreo,"Cuiaba, Brazil",9,9
1980-04-12,Transbrasil,"Florianopolis, Brazil",55,58
1980-04-24,Military - U.S. Air Force,"Posht-i-Badam, Iran",5,7
1980-04-25,Dan Air Services,"Tenerife, Canary Islands",146,146
1980-04-27,Thai Airways,"Don Muang, Thailand",44,53
1980-05-13,VoteTaxi Aéreo,"Campinas, Brazil",7,7
1980-05-13,Cubana de Aviacion,"Off Varadero, Cuba",3,3
1980-12-21,Transportes Aereos del Caribe,"Near Rio Hacha, Colombia",70,70
1980-05-19,Northeast Jet,"Off Sarasota, Florida",2,2
1980-05-28,Spanish Air Force,"Gran Canaria Island, Spain",11,11
1980-06-02,Lloyd Aereo Boliviano,"Near Yachiba, Bolivia",13,13
1980-06-08,Lineas Aereas de Angola,"Near Matala, Angola",29,29
1980-06-12,Air Wisconsin,"Valley, Nebraska",13,15
1980-06-12,Aeroflot,"Near Dushanbe, Russia",29,29
1980-06-15,Aero PaLease - Air Taxi,"Lihue, Hawaii",2,2
1980-06-27,Itavia,"Tyrrhenian Sea,  off Ustica, Italy",81,81
1980-07-07,IMSS,"Near Tepic, Mexico",13,13
1980-07-07,Aeroflot,"Nar Alma-Ata, Kasakastan, USSR",166,166
1980-07-12,Ryan Air Services,"Golovin, Alaska",8,8
1980-07-21,SceniAirlines,"Tusayan, Arizona",8,8
1980-07-25,Air Pennsylvania - Air Taxi,"Philadelphia, Pennsylvania",3,3
1980-08-01,Aeronaves del Peru,"Cerro Lilio, Mexico",3,7
1980-08-03,Yute Air Alaska - Air Taxi,"Togiak, Alaska",2,9
1980-08-06,Air Logistics,"Houma, Louisiana",13,13
1980-08-07,Tarom,"Nouadhibou, Mauretania",1,168
1980-08-11,Prospec,"Rio de Janeiro, Brazil",3,3
1980-08-13,Spantax,"Sa Cabaneta, Spain",4,4
1980-12-23,Saudi Arabian Airlines,"Qatar, Qatar",2,291
1981-01-14,Military - U.S. Air Force,"Ramstein AFB, West Germany",11,11
1980-08-19,Saudi Arabian Airlines,"Near Riyadh, Saudi Arabia",301,301
1980-08-26,Bouraq Indonesia Airlines,"Near Jakarta, Indonesia",37,37
1980-09-05,Military - Kuwait Air Force,"Near Montelimar, France",8,8
1980-09-10,Aeronorte Colombia,"Puerto Olaya, Colombia",3,3
1980-09-12,Florida Commuter Airlines,"Off Freeport, Bahamas",34,34
1980-09-14,Military - Force Aérienne Zaïroise,"Kindu, Zaire",36,36
1980-09-15,Military - Royal Saudi Air Force,"Near Medina, Saudi Arabia",89,89
1980-09-17,Military - Zairean Air Force,"Near Kindu, Zaire",36,36
1980-09-22,Flugfelag Austurlands,"Mount Smjorfjollum, Iceland",3,3
1980-09-30,Military - Soviet Air Force,"Badakshan, Afghanistan",45,45
1980-10-24,Tampa Air Center - Air Taxi,"Gainsville, Florida",3,3
1980-11-04,Fuerza Aérea Venezolana,"Caracas, Venezuela",11,11
1980-11-12,Military - U.S. Air Force,"Near Cairo, Egypt",13,13
1980-11-17,Provincial Air Services,"Annanberg, Papua New Guinea",4,4
1980-11-19,Korean Airlines,"Seoul, South Korea",15,226
1980-11-24,F.R. de la Direccion General de Ados,"Near Medellin, Colombia",20,20
1980-11-28,Central Air Services,"Pecos City, Texas",2,2
1980-12-05,Tanzania Aviation,"Dar es Salaam, Tanzania",10,10
1980-12-07,Queen Airmotive - Air Taxi,"Michigan City, IN",4,4
1980-12-12,Penninsula Airways - Air Taxi,"Cold Bay, Alaska",4,4
1980-12-16,Eagle Airways,"Tumut,, Australia",2,2
1981-08-27,Aeropesca Colombia,"Mt. Elena, Colombia",50,50
1981-01-20,Cascade Airways,"Spokane, Washington",7,9
1981-01-27,Orcon Inc. - Air Taxi,"Winnemucca, Nevada",2,3
1981-02-07,Military - Soviet Navy,"Near Leningrad, Russia",52,52
1981-02-10,Walker - Watts Aviation - Air Taxi,"Houma, Louisiana",4,4
1981-02-11,Private - Corporate,"White Plains, New York",8,8
1981-02-22,Helicopter - Air Taxi,"Avalon, California",2,8
1981-02-24,VOTEC,"Belem, Brazil",11,14
1981-02-25,Berkshire Aviation - Air Taxi,"North Adams, Massachusetts",2,3
1981-02-26,Military - U.S. Air Force,Off Tabones Island  Philippines,23,24
1981-03-02,Air Chaparral - Air Taxi,"Fallon, Nevada",2,2
1981-03-10,Military - French Naval Aviation,"Moroni, Comoro Islands",18,18
1981-03-15,Military - U.S. Air Force,"Shemya AFB, Alaska",6,24
1981-03-26,LOT Polish Airlines,"Redzikowo, Poland",1,52
1981-03-27,Galena Air Service - Air Taxi,"Galena, Alaska",4,4
1981-04-01,Talair,"Mt. Hagen, Papua, New Guinea",8,8
1981-04-06,Urcupina,"Laguna Soliz, Bolivia",7,7
1981-04-07,Freedom International,"Cincinnati, Ohio",1,2
1981-04-17,Air US / Private,"Loveland, Colorado",15,19
1981-04-28,Airfast Indonesia,"Pekanbaru, Indonesia",15,17
1981-05-06,Military - U.S. Air Force,"Near Fredrick, Maryland",21,21
1981-05-07,Austral Lineas Aeras (Argentina),"Rio de la Plata, Argentina",31,31
1981-05-16,TAAG Angola Airlines,"Near Menongue, Angola",4,4
1981-05-21,Lineas Aereas,"Pinarete Mountain, Mexico",20,20
1981-05-22,TAME,"Near Zumba, Ecuador",18,18
1981-05-24,Military - Ecuadorean Air Force,"Near Guachala, Ecuador",27,27
1981-05-28,Shanair Inc. - Air Taxi,"Avalon, California",2,3
1981-05-29,Military - Egyptian Air Force,"Cairo, Egypt",17,17
1981-06-13,Aeroflot,"Ust-Barguzin, Russia",52,52
1981-06-13,Taiwan Airlines,"Hualien, Taiwan",2,2
1981-06-17,Taxi Aéreo el Venado,"Miraflores, Colombia",2,12
1981-06-26,Dan Air Services,"Nailstone, England",3,3
1981-06-30,G & W Aviation,"Muskegon, Michigan",5,5
1981-07-18,TAR,"Near Yerevan, Armenia",4,4
1981-07-20,Somali Airlines,"Mogadishu, Somalia",50,50
1981-07-23,Air Taxi,"Kansas City, Kansas",4,4
1981-07-24,Air Madagascar,Madagascar,19,19
1981-07-25,Transamazonica,"Caruru, Colombia",4,9
1981-07-27,Aeromexico,"Chihuahua, Mexico",30,66
1981-08-11,Skagway Air Service - Air Taxi,"Skagway, Alaska",6,6
1981-08-22,Far Eastern Air Transport,"Near Sanyi, Miao-li, Taiwan",110,110
1981-08-24,Aeroflot / Military - Russian Air Force,"Near Zavitinsk, Russia",31,32
1981-08-29,Aeroflot,"Zeya, Russia",3,34
1981-09-02,Taxi Aereo el Venado,"Paipa, Colombia",21,22
1981-09-18,Aeroflot /Military - Russian,"Zeleznogorsk, Russian",33,33
1981-09-21,Military - U.S. Air Force,"Nellis AFB, Nevada",7,68
1981-09-22,Military - Turkish Air Force,"Near Babaeski, Turkey",0,0
1981-09-29,Military - Iranian Air Force,"Tehran, Iran",60,60
1981-10-01,Sky Train Air,"Casper, Wyoming",3,3
1981-10-06,NLM (Nederlandse Luchtvaart Maatschappij),"Moerdijk, Netherlands",17,17
1981-10-15,Oefag Flugdienst,"Kufstein, Austria",9,9
1981-10-26,Aerolineas Argo,"St. Thomas, U.S. Virgin Islands",5,5
1981-10-31,Cameroon Airlines,"Bafoussam, Cameroon",1,24
1981-11-08,Aeromexico,"Sierra de Guerro, Mexico",18,18
1981-11-15,Moyer Aviation - Air Taxi,"Mount Pocono, Pennsylvania",4,4
1981-11-16,Aeroflot,"Norilsk, Russia",99,167
1981-11-19,Royal Nepal Airlines,"Biratnagar, Nepal",10,10
1981-11-30,Guyana Airways,"Castries, Saint Lucia Island",3,3
1981-12-01,Inex Adria Aviopromet (Yugoslavia),"Mt. San Pietro, near Ajaccio, Corsica, France",180,180
1981-12-05,Private - Parajump air show,"Honolulu, Hawaii",11,12
1981-12-10,Spernak Airways - Air Taxi,"Tyonek, Alaska",4,4
1981-12-15,Hudson Air Service - Air Taxi,"Mt. McKinley, AK",2,4
1981-12-16,Bristow Helicopters,"Kuala Belait, Brunei",12,0
1981-12-18,ACES Colombia,"Near Covenas, Colombia",13,13
1983-06-05,Linair Express,"Cape Town, South Africa",7,9
1981-12-31,Sun West Airline - Air Taxi,"Durango, Colorado",4,6
1982-01-07,Aeroflot,"Near Gelendzhik, USSR",18,18
1982-01-07,Air Taxi,"Helena, Montana",2,2
1982-01-13,Air Florida,"Washington, D.C.",74,79
1982-01-14,Military - Ethiopian Air Force,"Near Addis Ababa, Ethiopia",73,73
1982-01-23,World Airways,"Logan Airport,  Boston, Massachusett",2,212
1982-01-25,Tarom,"Constanta, Romania",7,7
1982-02-03,Military - French Air Force,"Djibouti, Djbouti",35,35
1982-02-06,Military - Republiof South Korea Air Force,"Island of Cheju, South Korea",53,53
1982-02-07,Military - Indian Air Force,"Near Srinagar, India",23,23
1982-02-09,Japan Air Lines,"Tokyo, Japan",24,174
1982-02-09,Trans Air Services,"Mt. Ipao, Philippines",3,32
1982-02-19,LAC Columbia,"Cerro el Tablazo, Colombia",4,4
1982-02-21,Pilgrim Airlines,"Providence, Rhode Island",1,12
1982-03-11,Wideroe's Flyveselksap,"Mehamn, Norway",15,15
1982-06-24,British Airways,"Mount Galunggung, Indonesia",0,257
1982-06-28,Aeroflot,"Southern Belarus, USSR",132,132
1982-03-19,Private,"Leesburg, Florida",3,3
1982-03-19,Military - U.S. Air Force,"Near Woodstock, Illinois",27,27
1982-03-20,Garuda Indonesia Airlines,"Branti Airport, Indonesia",27,27
1982-03-26,Aeropesca Colombia,"Queate, Colombia",21,21
1982-04-11,Air Taxi,"Near Tanana, Alaska",3,3
1982-04-13,Military - U.S. Air Force,"Near Erzurum, Turkey",27,27
1982-04-26,CAAC,"Near Yangshuo, Guangxi, China",112,112
1982-04-28,Air Taxi,"Hakalau, Hawaii",2,2
1982-04-30,Okanagan Helicopters,Gulf of Thailand,13,13
1982-05-09,Alyemda,"Off Aden, Yemen",47,49
1982-05-12,Military - U.S. Air Force,"Judsonia, Arkansas",7,7
1982-05-19,Military - Royal British Navy,South AtlantiOcean,21,30
1982-05-25,VASP,"Brazilia, Brazil",2,118
1982-05-28,Pelita Air Service,"Off Natuma Island, Indonesia",10,10
1982-06-01,Military - Republiof South Korea Air Force,"Near Songnam-si, South Korea",53,53
1982-06-08,VASP,"Near Pacatuba, Brazil",137,137
1982-06-12,TABA,"Tabatinga, Brazil",44,44
1982-06-22,Air India,"Bombay, India",17,111
1982-07-03,Air Affaires Gabon,"Oganda, Gabon",12,12
1982-07-06,Aeroflot,"Near Moscow, Russia",90,90
1982-07-09,Pan American World Airways,"Kenner, Louisiana",145,145
1982-07-11,Philippine Air Lines,"Jolo, Philippines",4,30
1982-07-14,Air Taxi,"Oxbow, Oregon",4,4
1982-07-23,Western Helicopter,"Castaic, California",0,1
1982-07-24,Air Taxi,"Near Sitka, Alaska",4,4
1982-08-04,Air Taxi,"Concord, New Hampshire",2,2
1982-08-11,Pan American World Airways,PacifiOcean,1,0
1982-08-12,Burma Airways,"Mindat, Myanmar",8,8
1982-08-14,Aeroflot / Aeroflot,"Sukhumi, Georgia, USSR",11,11
1982-08-14,Military - Nicaraguan Air Force,"Near Managua, Nicaragua",20,20
1982-08-20,Inter Island Air Services,"Off Castries, Saint Lucia",10,10
1982-08-31,Military - U.S. Air Force,"Knotsville, Tennessee",9,9
1982-09-01,Aerolineas Condor,"Near Valladolid, Ecuador",44,44
